Description,Stop ID,Longitude,Latitude,Routes,Municipality,Nearest Intersection,Bikerack,Bench,Shelter,Info Booth,Signpost,Discontinued,Location
Fuller Rd & Executive Park Dr,12667,-73.837229,42.683538,"117, 190",Guilderland,UNKNOWN,No,No,No,No,Yes,No,"(42.683538, -73.837229)"
Division St & Pine St,13230,-74.197452,42.942273,"600, 602",Amsterdam,PINE STREET,No,No,No,No,Yes,No,"(42.942273, -74.197452)"
Albany Shaker Rd & Wertman Ln,2045,-73.7825,42.71266,737,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.71266, -73.7825)"
Mohawk Ave & S. Schermerhorn St,13241,,,602,Glenville,SCHERMERHORN STREET,No,No,No,No,Yes,No,
Washington Ave & Brevator St,976,-73.79976,42.67795,"12, 114, 712, 803",Albany,BREVATOR STREET,No,No,No,No,Yes,No,"(42.67795, -73.79976)"
Western Ave & Rosemont St,291,-73.80554,42.6709,"10, 11, 115, 801, 803, 806, 808",Albany,DAVIS AVENUE,No,No,No,No,Yes,No,"(42.6709, -73.80554)"
N. Allen Station - Central Ave & N. Allen St,148,-73.782993,42.673992,"1, 125, 712, 807, 905",Albany,UNKNOWN,Yes,Yes,Yes,No,Yes,No,"(42.673992, -73.782993)"
Steuben Station - State St & Steuben St,3200,-73.932253,42.805445,"355, 810, 905",Schenectady,EAGLE STREET,No,Yes,Yes,No,Yes,No,"(42.805445, -73.932253)"
Cherry Ave & Huron Rd,1277,-73.854503,42.61974,"18, 519",Bethlehem,UNKNOWN,No,No,No,No,Yes,No,"(42.61974, -73.854503)"
Livingston Ave & Judson St,685,-73.76334,42.66645,"100, 106, 801, 803, 805, 872",Albany,WILKINS AVENUE,No,No,No,No,Yes,No,"(42.66645, -73.76334)"
New Scotland Ave & Manning Blvd,706,-73.8036,42.65734,"106, 805, 806",Albany,WINNIE STREET,No,No,No,No,No,No,"(42.65734, -73.8036)"
Harrison Ave & Guilderland Ave,13361,,,810,Schenectady,GUILDERLAND AVENUE,No,No,No,No,Yes,No,
McClellan St & The Plaza,12461,-73.90826,42.8118,"352, 810",Schenectady,RUGBY ROAD,No,No,No,No,Yes,No,"(42.8118, -73.90826)"
Georgetta Dix Plz & Hamilton St,11182,-73.94129,42.80793,810,Schenectady,WESTOVER PLACE,No,No,No,No,No,No,"(42.80793, -73.94129)"
Union St & McClellan St,1507,-73.91283,42.80797,"370, 810",Schenectady,MCCLELLAN STREET,No,No,No,No,Yes,No,"(42.80797, -73.91283)"
Sacandaga Rd & Vine St,1703,,,"353, 873",Glenville,VINE STREET,No,No,No,No,Yes,No,
Corning Riverfront Visitor Center & Amphitheatre,13011,-73.747808,42.648768,525,Albany,QUAY STREET,No,No,No,No,Yes,No,"(42.648768, -73.747808)"
Sand Creek Rd & Iris Ln,10531,-73.80137,42.70602,125,Colonie,IRIS LANE,No,No,No,No,Yes,No,"(42.70602, -73.80137)"
Eagle St & Howard St,540,-73.756163,42.650581,"22, 115",Albany,STATE STREET,No,No,No,No,Yes,No,"(42.650581, -73.756163)"
State St & Elm St,2342,-73.92299,42.79737,"355, 810",Schenectady,SOUTH ELM STREET,No,Yes,Yes,No,Yes,No,"(42.79737, -73.92299)"
5th Ave & 107th St,4406,-73.6782,42.76414,85,Troy,107TH STREET,No,No,No,No,Yes,No,"(42.76414, -73.6782)"
Old Karner Rd @ Kohl's Side Entrance,12645,-73.849591,42.728716,155,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.728716, -73.849591)"
TSP South Pearl @ Hamilton St / Market SB CI,5279,-73.75404404,42.64782542,"922, 923",Albany,HUDSON AVENUE,No,No,No,No,No,No,"(42.64782542, -73.75404404)"
Washington Ave & Robin St,3254,-73.769907,42.660534,115,Albany,UNKNOWN,No,No,No,No,Yes,No,"(42.660534, -73.769907)"
Exit 15 Park & Ride,12306,,,540,Wilton,UNKNOWN,No,No,Yes,No,Yes,No,
4th St & Lincoln Ave,4442,-73.694442,42.713335,"85, 224, 802",Troy,LINCOLN AVENUE,No,No,No,No,Yes,No,"(42.713335, -73.694442)"
Henry Johnson Blvd & Clinton Ave,11612,-73.76192,42.66075,"182, 737, 803",Albany,ORANGE STREET,No,No,No,No,Yes,No,"(42.66075, -73.76192)"
Rt 50 & Hutchins Rd,12893,,,450,Saratoga Springs,UNKNOWN,No,No,No,No,Yes,No,
Altamont Ave & Van Cortland St,11229,-73.93548,42.79103,"352, 810",Schenectady,SANTA FE STREET,No,No,No,No,Yes,No,"(42.79103, -73.93548)"
Central Ave & Lisha Kill Rd,10260,-73.87096,42.75119,355,Colonie,LISHA KILL ROAD,No,No,No,No,Yes,No,"(42.75119, -73.87096)"
Remsen St & White St,4120,-73.700952,42.772542,"182, 522",Cohoes,HOWARD STREET,No,No,No,No,Yes,No,"(42.772542, -73.700952)"
Rt 50 & 1st St,3564,-73.95927,42.830663,450,Glenville,SUNNYSIDE ROAD,No,No,No,No,Yes,No,"(42.830663, -73.95927)"
Guilderland Ave & Helderberg Ave,1620,-73.96206,42.79638,"763, 810",Schenectady,FERNDALE AVENUE,No,No,No,No,Yes,No,"(42.79638, -73.96206)"
Seward Pl & South Ave,12406,-73.933749,42.816709,"351, 354, 810, 998",Schenectady,UNKNOWN,No,No,No,No,Yes,No,"(42.816709, -73.933749)"
Wilton Mall,11487,-73.736877,43.103855,"450, 452, 840",Wilton,UNKNOWN,No,No,Yes,No,Yes,No,"(43.103855, -73.736877)"
7th Ave & 101st St,13047,,,802,Troy,GARDEN COURT,No,No,No,No,Yes,No,
3rd St & Catherine St,11584,-73.73426,42.65055,"214, 808",Rensselaer,PINE STREET,No,No,No,No,Yes,No,"(42.65055, -73.73426)"
Saratoga St & Spring St,4209,-73.69979,42.762308,182,Cohoes,SPRING STREET,No,No,No,No,Yes,No,"(42.762308, -73.69979)"
TSP Second Ave @ 125th St NB CI,5546,-73.67217417,42.78554742,923,Troy,124TH STREET,No,No,No,No,No,No,"(42.78554742, -73.67217417)"
Albany Shaker Rd & Pilgrim Dr,2537,-73.75623,42.67747,737,Albany,PILGRIM DRIVE,No,No,No,No,Yes,No,"(42.67747, -73.75623)"
New Scotland Ave & Dana Ave,1286,-73.77275,42.65422,13,Albany,DANA AVENUE,Yes,No,No,No,Yes,No,"(42.65422, -73.77275)"
TSP Broadway @ Wards Ln NB CO,5352,-73.73087328,42.68364424,"922, 923",Colonie,UNKNOWN,No,No,No,No,No,No,"(42.68364424, -73.73087328)"
New Loudon Rd & Bacon Ln,3098,-73.754641,42.705884,182,Colonie,BACON LANE,No,No,No,No,Yes,No,"(42.705884, -73.754641)"
Vandenburg Ave & Lark St,10026,-73.68832,42.70243,"85, 224, 802",Troy,LARK STREET,No,No,No,No,No,No,"(42.70243, -73.68832)"
Congress St & 7th Ave,13351,,,810,Schenectady,EIGTH AVENUE,No,No,No,No,Yes,No,
Harold St & Roosevelt St,11393,-73.99001,42.79039,351,Rotterdam,DUANESBURG ROAD,No,No,No,No,Yes,No,"(42.79039, -73.99001)"
Pine Grove Apts,11298,-73.93961,42.76365,763,Rotterdam,UNKNOWN,No,No,No,No,Yes,No,"(42.76365, -73.93961)"
Nott St & McClellan St,2803,-73.90686,42.81757,354,Schenectady,MCCLELLAN STREET,No,No,No,No,Yes,No,"(42.81757, -73.90686)"
State St & Chiswell Rd,2381,-73.900729,42.777395,"355, 810",Schenectady,LORRAINE AVENUE,No,No,No,No,Yes,No,"(42.777395, -73.900729)"
Rt 50 & High St,11759,-73.84871,43.000956,"450, 540",Milton,EAST HIGH STREET,No,No,No,No,Yes,No,"(43.000956, -73.84871)"
New Scotland Ave & Morris St,1175,-73.77317,42.65392,13,Albany,DANA AVENUE,Yes,No,Yes,No,Yes,No,"(42.65392, -73.77317)"
317 S. Manning Blvd - St. Peter's Cutout,10831,-73.804574,42.656711,"13, 106, 801, 803, 805",Albany,UNKNOWN,No,No,Yes,No,Yes,No,"(42.656711, -73.804574)"
Crane St & Lakeview Ave,13347,,,810,Schenectady,TENTH AVENUE,No,No,No,No,Yes,No,
Church St & Walworth St,12174,-73.792576,43.084969,451,Saratoga Springs,VAN DAM STREET,No,No,No,No,Yes,No,"(43.084969, -73.792576)"
Rt 50 & Charlton Rd,11167,-73.925517,42.885332,450,Glenville,UNKNOWN,No,No,No,No,Yes,No,"(42.885332, -73.925517)"
4th St & Tyler St,4444,-73.6955,42.71118,"85, 224, 802",Troy,UNKNOWN,No,No,No,No,Yes,No,"(42.71118, -73.6955)"
Veterans Way & Excelsior Ave,12223,-73.76249,43.091091,"450, 452",Saratoga Springs,C.V. WHITNEY MEMORIAL HIGHWAY,No,No,No,No,Yes,No,"(43.091091, -73.76249)"
Crane St & Francis Ave,13120,,,"810, 873",Schenectady,THIRD AVENUE,No,No,No,No,No,No,
New Loudon Rd & Turner Ln,1905,-73.755488,42.711093,182,Colonie,TURNER LANE,No,No,No,No,Yes,No,"(42.711093, -73.755488)"
TSP South Pearl @ Arch St SB CI,5283,-73.75572366,42.64400069,"922, 923",Albany,WESTERLO STREET,No,No,No,No,No,No,"(42.64400069, -73.75572366)"
TSP South Pearl @ Madison Ave SB CI,5281,-73.75445141,42.64676771,"922, 923",Albany,UNKNOWN,No,No,No,No,No,No,"(42.64676771, -73.75445141)"
Osterlitz Ave & Austin Pl,13366,,,810,Schenectady,CHELTINGHAM AVENUE,No,No,No,No,Yes,No,
Amazon Distribution - Rte. 9,12980,,,233,Schodack,UNKNOWN,No,No,No,No,Yes,No,
Saratoga St & Bridge St,11083,-73.6999,42.759803,182,Cohoes,UNKNOWN,No,No,No,No,Yes,No,"(42.759803, -73.6999)"
Steadwell Ave & Division St,13223,,,602,Amsterdam,DIVISION STREET,No,No,No,No,Yes,No,
608 New Loudon Rd,1884,-73.760827,42.729532,182,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.729532, -73.760827)"
401 Rt 4 (Cooley Mazda),11125,-73.69153,42.66593,"224, 808",North Greenbush,UNKNOWN,No,No,No,No,Yes,No,"(42.66593, -73.69153)"
Central Ave & Partridge St,220,-73.77712,42.66872,"1, 99, 712, 806, 807",Albany,PARTRIDGE STREET,No,No,No,No,Yes,No,"(42.66872, -73.77712)"
Morton Ave & Elizabeth St,3493,-73.760751,42.642635,"100, 805, 806",Albany,ELIZABETH STREET,Yes,No,Yes,No,Yes,No,"(42.642635, -73.760751)"
Union St & Wright Ave,2453,-73.908632,42.806273,"370, 810",Schenectady,UNKNOWN,No,No,No,No,Yes,No,"(42.806273, -73.908632)"
Sand Creek Rd & Old Myers Dr,606,-73.78336,42.69024,125,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.69024, -73.78336)"
State Station - 20 N. Pearl St (Walgreens Shelter),3943,-73.75224,42.65045,"100, 106, 107, 125, 525, 806, 872, 922, 923",Albany,MAIDEN LANE,Yes,Yes,Yes,No,Yes,No,"(42.65045, -73.75224)"
Congress Station- 3rd St & Congress St,7116,-73.690805,42.729008,"22, 85, 87, 96, 182, 224, 286, 289, 370, 802, 922, 923",Troy,UNKNOWN,Yes,Yes,Yes,No,Yes,No,"(42.729008, -73.690805)"
Rosa Rd & Belmont Ave,12501,-73.9146,42.82244,352,Schenectady,ATHOL ROAD,No,No,No,No,Yes,No,"(42.82244, -73.9146)"
Albany Shaker Rd & Marie Pkwy,2661,-73.784061,42.714692,737,Colonie,MARIA DRIVE,No,No,No,No,Yes,No,"(42.714692, -73.784061)"
3rd St & Ferry St,890,-73.69102,42.72788,"85, 224, 802",Troy,CONGRESS STREET,Yes,No,No,No,Yes,No,"(42.72788, -73.69102)"
Carman Rd & Morningside Dr,3680,-73.9341,42.72072,763,Guilderland,MORNINGSIDE DRIVE,No,No,No,No,Yes,No,"(42.72072, -73.9341)"
Broadway & Orange St / Van Tromp St,10866,-73.74928,42.65271,"22, 114, 801, 870",Albany,COLUMBIA STREET,Yes,No,No,No,Yes,No,"(42.65271, -73.74928)"
George St & Clinton St,11096,-73.69242,42.74218,182,Green Island,CENTER STREET,No,No,No,No,Yes,No,"(42.74218, -73.69242)"
62 Cherry Ave,11433,-73.855272,42.621811,"18, 519",Bethlehem,OAK ROAD,No,No,No,No,Yes,No,"(42.621811, -73.855272)"
Grand St & Ash Grove Pl(discontinued),13387,,,,Albany,ASH GROVE PLACE,No,No,No,No,No,No,
3rd St & John St,11398,-73.73575,42.64755,"214, 808",Rensselaer,HARRISON AVENUE,No,No,No,No,Yes,No,"(42.64755, -73.73575)"
Church St & Myrtle (Saratoga Hospital),11735,-73.798338,43.084696,451,Saratoga Springs,MYRTLE STREET,No,Yes,Yes,No,Yes,No,"(43.084696, -73.798338)"
Peoples Ave & RPI Houston Field House,12011,-73.66978,42.7317,286,Troy,UNKNOWN,No,No,No,No,Yes,No,"(42.7317, -73.66978)"
Downtown/Train Station - State St & Broadway,3744,-73.943235,42.813778,"353, 354, 355, 370, 602, 763, 810, 873, 905",Schenectady,BROADWAY,No,Yes,No,No,Yes,No,"(42.813778, -73.943235)"
Western Ave & York Rd,382,-73.87163,42.69191,763,Guilderland,YORK ROAD,No,No,No,No,Yes,No,"(42.69191, -73.87163)"
Seward Pl & Nott St,12431,-73.93105,42.82043,"351, 354, 810",Schenectady,UNKNOWN,No,No,No,No,Yes,No,"(42.82043, -73.93105)"
New Scotland Rd & Hartman Rd,1013,-73.829654,42.651145,"13, 803, 805, 806",Albany,WOODSIDE DRIVE,No,No,No,No,Yes,No,"(42.651145, -73.829654)"
TSP Second Ave @ 124th St SB CI,5187,-73.671839,42.786387,923,Troy,UNKNOWN,No,No,No,No,No,No,"(42.786387, -73.671839)"
Madison Ave & Empire State Plaza,3417,-73.760902,42.648721,"22, 114, 115",Albany,MADISON AVENUE,No,No,No,No,Yes,No,"(42.648721, -73.760902)"
Van Dam St & Woodlawn Ave,12150,-73.785521,43.085778,452,Saratoga Springs,BOLSTER LANE NORTHEAST,No,No,No,No,Yes,No,"(43.085778, -73.785521)"
Central Ave & Fullerton Ave,2254,-73.88559,42.76408,355,Colonie,FULLERTON AVENUE,No,No,No,No,Yes,No,"(42.76408, -73.88559)"
Columbia St & Congress St,8014,-73.70219,42.76978,522,Cohoes,UNKNOWN,No,No,No,No,Yes,No,"(42.76978, -73.70219)"
Rt 7 & Rotterdam Corporation Park,11308,-73.990655,42.788082,351,Rotterdam,FRANK STREET,No,No,Yes,No,Yes,No,"(42.788082, -73.990655)"
Rt 7 & Shannon Blvd,2494,-73.854502,42.782563,370,Niskayuna,UNKNOWN,No,No,No,No,Yes,No,"(42.782563, -73.854502)"
TSP Broadway @ Wards Ln NB CI,5351,-73.7323954,42.68117889,"922, 923",Colonie,SIMMONS LANE,No,No,No,No,No,No,"(42.68117889, -73.7323954)"
Towers of Colonie & Sand Creek Rd,10526,-73.807552,42.712285,125,Colonie,RAMUNDO DRIVE,No,Yes,Yes,No,Yes,No,"(42.712285, -73.807552)"
Spring St & Putnam St,12183,-73.78419,43.07962,452,Saratoga Springs,HENRY STREET,No,No,No,No,Yes,No,"(43.07962, -73.78419)"
Rt 4 & Wanda Ct,12809,,,"224, 808",North Greenbush,WANDA COURT,No,No,No,No,Yes,No,
7th Ave & Glen Ave,13051,,,802,Troy,GLEN AVENUE,No,No,No,No,No,No,
Carman Rd & Marra Ln,1560,-73.94147,42.76125,763,Rotterdam,MARRA LANE,No,No,No,No,Yes,No,"(42.76125, -73.94147)"
New Scotland Ave & Hollywood Ave,1048,-73.79424,42.65412,"13, 803",Albany,HOLLYWOOD AVENUE,Yes,No,No,No,Yes,No,"(42.65412, -73.79424)"
Clinton Ave & Ontario St,10342,,,"125, 805",Albany,ONTARIO STREET,Yes,No,No,No,Yes,No,
5th Ave & 110th St,4378,-73.67653,42.76753,85,Troy,109TH STREET,No,No,No,No,Yes,No,"(42.76753, -73.67653)"
TSP Second Ave @ 121st St SB CI,5517,-73.67342442,42.78303778,923,Troy,121ST STREET,No,No,No,No,No,No,"(42.78303778, -73.67342442)"
Broadway & 3rd Ave,11004,-73.70355,42.71625,22,Watervliet,3RD AVENUE,No,No,No,No,Yes,No,"(42.71625, -73.70355)"
McClellan St & Bradley St,12444,-73.91863,42.804636,"352, 810",Schenectady,BRADLEY STREET,No,No,No,No,Yes,No,"(42.804636, -73.91863)"
New Karner Station - Central Ave & Rt 155,10089,-73.849478,42.732277,"155, 355, 905",Colonie,NEW KARNER ROAD,No,No,Yes,No,Yes,No,"(42.732277, -73.849478)"
Broadway @ Congress Park,11472,-73.785886,43.0789,"450, 540, 875",Saratoga Springs,CONGRESS STREET,No,No,Yes,No,Yes,No,"(43.0789, -73.785886)"
St Jude Senior Apartment(N Greenbush Shopping Bus),12837,,,821,Unknown,UNKNOWN,No,No,No,No,No,No,
Green St @ Madison Staging Area,11964,,,"114, 801, 805",Albany,DALLIUS STREET,No,No,Yes,No,Yes,No,
Union St & Brandywine Ave,1506,-73.9151,42.80886,"370, 810",Schenectady,PHOENIX AVENUE,No,No,No,No,Yes,No,"(42.80886, -73.9151)"
Nott St & Lexington Ave,2805,-73.904222,42.817218,354,Schenectady,LEXINGTON AVENUE,No,No,No,No,Yes,No,"(42.817218, -73.904222)"
Delaware Ave & Grove St,1375,-73.83202,42.62257,"18, 872",Bethlehem,UNKNOWN,Yes,No,No,No,Yes,No,"(42.62257, -73.83202)"
590 Broadway (FedEx),96,-73.71432,42.7045,22,Colonie,UNKNOWN,No,No,Yes,No,Yes,No,"(42.7045, -73.71432)"
N. Pearl St & N. 2nd St,3331,,,806,Albany,NORTH 2ND STREET,Yes,No,No,No,No,No,
Plug Power,13441,,,"13, 18",Bethlehem,UNKNOWN,No,No,Yes,No,Yes,No,
Erie Blvd & Liberty St,13096,,,810,Schenectady,LIBERTY STREET,No,No,No,No,No,No,
Washington Ave & N. Allen St,3287,-73.78725,42.6707,"12, 99, 803",Albany,NORTH ALLEN STREET,No,Yes,Yes,No,Yes,No,"(42.6707, -73.78725)"
Rt 7 & Spruce Ln,3619,-73.80801,42.76488,370,Colonie,BUHRMASTER ROAD,No,No,No,No,Yes,No,"(42.76488, -73.80801)"
Western Ave & Alton Rd,407,-73.85466,42.68645,"10, 117, 190",Guilderland,UNKNOWN,No,No,No,No,Yes,No,"(42.68645, -73.85466)"
Nott St & Lexington Ave,2815,-73.90458,42.81722,354,Schenectady,SUMNER AVENUE,No,No,No,No,Yes,No,"(42.81722, -73.90458)"
115th St Station - 2nd Ave & 115th Street,806,-73.67728,42.77453,923,Troy,114TH STREET,No,Yes,Yes,No,Yes,No,"(42.77453, -73.67728)"
New Loundn Rd & Glennon Rd,12923,-73.762342,42.732715,182,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.732715, -73.762342)"
Western Ave & Alton Rd,376,-73.854699,42.686658,"10, 190",Guilderland,UNKNOWN,No,No,No,No,Yes,No,"(42.686658, -73.854699)"
River St & Hoosick St,4264,-73.68584,42.74009,802,Troy,UNKNOWN,No,No,No,No,Yes,No,"(42.74009, -73.68584)"
Burdeck St & Old Duanesburg Rd,11882,-74.010109,42.78882,351,Rotterdam,UNKNOWN,No,No,No,No,Yes,No,"(42.78882, -74.010109)"
Broadway & 13th St,78,-73.700927,42.722788,22,Watervliet,UNKNOWN,No,No,No,No,Yes,No,"(42.722788, -73.700927)"
TSP 4th St @ Fulton ST NB CI,5385,-73.68898698,42.73131996,"922, 923",Troy,BROADWAY,No,No,No,No,No,No,"(42.73131996, -73.68898698)"
TSP 16th ST @ Second Ave SB CO,5234,-73.70167,42.727969,"922, 923",Watervliet,2ND AVENUE,No,No,No,No,No,No,"(42.727969, -73.70167)"
Broadway & Emmet St,130,-73.740778,42.667733,"22, 805",Albany,UNKNOWN,No,No,No,No,Yes,No,"(42.667733, -73.740778)"
Burdett Ave & Eagle St,7149,-73.67108,42.73452,"87, 802",Troy,UNKNOWN,No,No,No,No,Yes,No,"(42.73452, -73.67108)"
Albany Shaker Rd & Tipton Dr,2712,-73.77467,42.70218,737,Colonie,COLLEGEVIEW DRIVE,No,No,No,No,Yes,No,"(42.70218, -73.77467)"
22 Corporate Woods Blvd,12818,,,737,Colonie,UNKNOWN,No,No,No,No,Yes,No,
TSP South Pearl @ Mt Hope Dr. NB CO,5532,-73.764506,42.632264,923,Albany,MOUNT HOPE DRIVE,No,No,No,No,No,No,"(42.632264, -73.764506)"
TSP 3rd St @ Broadway SB CI,5219,-73.69002771,42.73236543,"922, 923",Troy,RIVER STREET,No,No,No,No,No,No,"(42.73236543, -73.69002771)"
15th St & Jacob St,12955,,,"289, 802",Troy,PEOPLES AVENUE,No,No,No,No,Yes,No,
Berkshire Blvd & Orlando Ave,13409,,,"801, 803, 806",Albany,PINEHURST AVENUE,No,No,No,No,No,No,
Clinton Ave & N. Lake Ave,1346,-73.76869,42.66517,"125, 805",Albany,CLINTON AVENUE,No,No,No,No,Yes,No,"(42.66517, -73.76869)"
Washington Ave & Rockefeller St,10778,-73.71272,42.65747,"214, 808",Rensselaer,ROCKEFELLER STREET,No,No,No,No,Yes,No,"(42.65747, -73.71272)"
Church St & Hawk St,13261,,,600,Amsterdam,HAWK STREET,No,No,No,No,Yes,No,
Chiswell Rd & Woodlawn Ave,13117,,,810,Schenectady,ALBANY STREET,No,No,No,No,No,No,
15th St & RPI Walk Over Bridge,2886,-73.67764,42.72947,"87, 286, 802",Troy,UNKNOWN,Yes,No,No,No,Yes,No,"(42.72947, -73.67764)"
Delaware Ave & Marinello Terr,470,-73.781659,42.641156,"18, 801, 805, 806",Albany,UNKNOWN,Yes,No,No,No,Yes,No,"(42.641156, -73.781659)"
Albany Ave & Pine St,11102,-73.69722,42.7359,182,Green Island,PINE STREET,No,No,No,No,Yes,No,"(42.7359, -73.69722)"
2100 6th Ave (Kennedy Towers),4425,-73.685016,42.734733,85,Troy,UNKNOWN,No,Yes,Yes,No,Yes,No,"(42.734733, -73.685016)"
Vliet Blvd & Willowbrook Ln,11072,-73.729224,42.779262,522,Cohoes,BAKER AVENUE,No,No,No,No,Yes,No,"(42.779262, -73.729224)"
TSP Third Ave @ 7th St NB CO,5366,-73.70618293,42.71445589,"922, 923",Watervliet,7TH STREET,No,No,No,No,No,No,"(42.71445589, -73.70618293)"
84 Holland Ave (Veterans Hospital),460,-73.774789,42.649855,"100, 805",Albany,PRINCETON DRIVE,No,Yes,Yes,No,Yes,No,"(42.649855, -73.774789)"
Wolf Rd & Colonie Center,31,,,"1, 117, 125, 190, 807, 813",Colonie,WOLF ROAD,No,Yes,Yes,No,Yes,No,
Main Ave & Douglas St,3780,-73.639531,42.695689,286,North Greenbush,DOUGLAS STREET,No,No,No,No,Yes,No,"(42.695689, -73.639531)"
Federal St & 6th Ave,10078,-73.68602,42.73374,"286, 289, 802",Troy,5TH AVENUE,No,No,No,No,Yes,No,"(42.73374, -73.68602)"
Kenwood Ave & Cherry Ave,1436,-73.85508,42.62649,"519, 872",Bethlehem,CHERRY AVENUE,No,No,No,No,Yes,No,"(42.62649, -73.85508)"
Congress St & 11th St,4332,,,"289, 802",Troy,11TH STREET,No,No,No,No,Yes,No,
Albany Shaker Rd & Emerick Ln,2620,-73.78766,42.71918,737,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.71918, -73.78766)"
Curry Rd & Van Wormer Rd,11203,-73.95116,42.77376,763,Rotterdam,VAN WORMER ROAD,No,No,No,No,Yes,No,"(42.77376, -73.95116)"
Rt 2 & Direct Buy,2908,-73.74873,42.74387,370,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.74387, -73.74873)"
Wolf Rd & Wolf Plaza,10508,-73.80587,42.71887,"117, 190",Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.71887, -73.80587)"
River St & North St,854,-73.684052,42.745349,802,Troy,CLYDE REA PLACE,No,No,No,No,Yes,No,"(42.745349, -73.684052)"
Guy Park Ave & Kimball St,13211,,,"600, 602",Amsterdam,MARKET STREET,No,No,No,No,Yes,No,
Rt 2 & Youngs Pl,2905,-73.736894,42.740093,370,Colonie,YOUNGS PLACE,No,No,No,No,Yes,No,"(42.740093, -73.736894)"
TSP South Pearl @ Morton Ave / Rensselaer St NB CI,5319,-73.75727523,42.64111305,"922, 923",Albany,MORTON AVENUE,No,No,No,No,No,No,"(42.64111305, -73.75727523)"
Delaware Ave & Kenwood Ave,1267,-73.833458,42.621977,18,Bethlehem,KENWOOD AVENUE,Yes,No,Yes,No,Yes,No,"(42.621977, -73.833458)"
Maple Rd & Forest Dr,2198,-73.91302,42.64656,519,New Scotland,UNKNOWN,No,No,No,No,Yes,No,"(42.64656, -73.91302)"
1205 Rt 7 (Riverhill Center),2476,-73.82293,42.77192,"370, 873",Colonie,UNKNOWN,No,No,Yes,No,Yes,No,"(42.77192, -73.82293)"
Western Ave & Brookwood Ave,2017,-73.83099,42.67891,"10, 808",Guilderland,UNKNOWN,No,No,No,No,Yes,No,"(42.67891, -73.83099)"
Lawson Lake (Nature Bus),12998,,,,New Scotland,UNKNOWN,No,No,No,No,No,No,
Consaul Rd & Cromer Ave,16004,,,,Unknown,UNKNOWN,No,No,No,No,Yes,No,
New Scotland Ave & Allen St (St. Peters Hospital),1025,-73.80213,42.65658,"13, 801, 803, 806",Albany,UNKNOWN,No,Yes,Yes,No,Yes,No,"(42.65658, -73.80213)"
TSP South Pearl @ Beaver St SB CI,5275,-73.75301316,42.64960329,"922, 923",Albany,STATE STREET,No,No,No,No,No,No,"(42.64960329, -73.75301316)"
Washington Ave & 7th St,10746,-73.727336,42.658519,"214, 808",Rensselaer,UNKNOWN,No,No,No,No,Yes,No,"(42.658519, -73.727336)"
Lark St & Hudson Ave,561,-73.76618,42.65398,"13, 18, 801, 803",Albany,UNKNOWN,Yes,No,No,No,Yes,No,"(42.65398, -73.76618)"
Norwood Ave & Chrisler Ave,13192,,,810,Schenectady,VAN CORTLAND STREET,No,No,No,No,No,No,
Perth Rd & Amsterdam Commons,13245,-74.186711,42.964733,"600, 601",Amsterdam,UNKNOWN,No,No,No,No,Yes,No,"(42.964733, -74.186711)"
428 Whitehall Rd  (Holy Wisdom Apts),1100,,,813,Albany,UNKNOWN,Yes,No,No,No,Yes,No,
Madison Ave & Quail St,269,-73.77969,42.65943,"114, 805",Albany,UNKNOWN,No,No,No,No,Yes,No,"(42.65943, -73.77969)"
Morton Ave & Oneida Terr,690,-73.76994,42.64516,"805, 806",Albany,DR MARTIN LUTHER KING JR BOULEVARD,Yes,No,No,No,No,No,"(42.64516, -73.76994)"
New Scotland Ave & S. Lake Ave,699,-73.782545,42.652873,"13, 100, 805",Albany,UNKNOWN,Yes,No,No,No,Yes,No,"(42.652873, -73.782545)"
Port Schuyler Station - 3rd Ave & 5th St,7,-73.70847,42.71185,"22, 922, 923",Watervliet,5TH STREET,Yes,Yes,Yes,No,Yes,No,"(42.71185, -73.70847)"
New Scotland Rd  & McCormack Rd,1002,-73.83559,42.64962,"803, 805, 806",Albany,UNKNOWN,No,No,No,No,Yes,No,"(42.64962, -73.83559)"
Broadway & Guilderland Ave,11618,-73.96054,42.79958,351,Schenectady,GUILDERLAND AVENUE,No,No,Yes,No,Yes,No,"(42.79958, -73.96054)"
East St & Wendell St,319,-73.73969,42.64235,"214, 808",Rensselaer,HERRICK STREET,No,No,No,No,Yes,No,"(42.64235, -73.73969)"
State Station - N. Pearl St & Ten Eyck Plaza,3221,-73.752393,42.65039,"10, 12, 100, 106, 107, 125, 525, 806, 807, 872, 922, 923",Albany,MAIDEN LANE,Yes,Yes,Yes,No,Yes,No,"(42.65039, -73.752393)"
Albany Shaker Rd & Emerick Ln,2662,-73.78757,42.71917,737,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.71917, -73.78757)"
